,Unnamed: 0,Unnamed: 0.1,hike_name,region,length,elevation gain,rating,number_votes,features,"pass(0-no pass, 1- pass required)",which_pass,lat,long,time_from_seattle,url,latlong,numReports,hike_desc
2211,2211,,Big Flat Habitat Management Unit,Central Washington -- Tri-Cities,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[Wildlife],,NR,,,,http://www.wta.org/go-hiking/hikes/big-flat-habitat-management-unit,NR,0.0,"This area was trammeled after the construction of the Ice Harbor Dam, but since 1997 the heart of this remote wildlife area has been restored to native health. The Corps of Engineers has hosted revegetation plantings to restore the native steppe plants to improve the wildlife habitat (and therefore wildlife populations). The route through the area takes advantage of the restoration efforts, exploring the rich foliage and wildlife habitat of the area along the pretty stretch of the Snake River--a section of Lake Sacajawea, the impoundment behind the Ice Harbor Dam. The first 2 miles of hiking along the road (closed to vehicles) lead directly to the top of the bluff overlooking the area. Wonderful views!Dalton Lake at the trailhead is a popular fishing spot, often crowded with families. Once away from the trailhead, you'll find solitary hiking. At about 0.5 mile from the trailhead, a side road leads to the left. Pass by it for now, but keep it in mind for later exploration.Continue along the road as it follows the river. At about 2 miles, you'll reach the end of the road at a point overlooking a small cove along the riverbank. Great views abound--waterfowl often seek refuge in this sheltered spot, and deer frequently water along the shoreline here, too.Backtrack along the road to that sidetrack. If you prefer to keep your outing to 4 miles, head back to your vehicle, but to stretch your trek another 2 or 3 miles, head up that side track to access the heart of this wild area. The road/path winds around small rocky bluffs above the river. When you reach a junction in a mile or so, keep right to find a viewpoint looking back down on the river."
2212,2212,,Lake Philippa,Snoqualmie Region -- North Bend Area,NR,NR,3.50 out of 5,(2 votes) Log in to rate,"[Established campsites, Waterfalls, Old growth, Lakes]",,NR,,,,http://www.wta.org/go-hiking/hikes/lake-philippa,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.6493,-121.6456&f=d&sll=47.6493,-121.6456&geocode=&t=p&saddr=&z=11&mra=mi",11.0,
2213,2213,,Hat Rock-Yellow Jacket Pass,South Cascades,"5.5 miles, roundtrip",1200,3.00 out of 5,(4 votes) Log in to rate,[Mountain views],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/yellow-jacket,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.4323,-121.7626&f=d&sll=46.4323,-121.7626&geocode=&t=p&saddr=&z=11&mra=mi",3.0,
2214,2214,,Cispus Braille Trail,South Cascades -- Dark Divide,"1.0 miles, roundtrip",7337,2.75 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/cispus-braille,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.4387,-121.8526&f=d&sll=46.4387,-121.8526&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2215,2215,,North Fork Tieton-Tieton Pass,South Cascades -- White Pass/Cowlitz River Valley,"11.7 miles, roundtrip",2500,2.20 out of 5,(5 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/north-fork-tieton-river,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.5768,-121.3582&f=d&sll=46.5768,-121.3582&geocode=&t=p&saddr=&z=11&mra=mi",22.0,
2216,2216,,Chinook,South Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/chinook,NR,1.0,"The Chinook Trail is a vision and work in progress. Once completed it will be a 300+ mile rim-to-rim loop encircling the Columbia River Gorge across both southern Washington and Oregon. To date the Chinook Trail Association (CTA) has completed a 30 mile stretch northeast of Vancouver that received National Recreation Trail status in 2005.On the Oregon side many existing trails between Angels Rest and Starvation Creek approximate the vision for the Chinook Trail. However, the original route proposed by co-founders Ed Robertson and Don Cannard, would stick to the highest ground following the rim top east all the way to the crossing at Hwy 97 near Maryhill, WA.The following trails comprise a 30 mile segment beginning near Yacolt, continuing over the summit of Silver Star Mt. and ending approximately 8 miles from the the juncition of the Three Corner Rock and Pacific Crest Trail:-Lucia Falls-Bells Mt.-Tarbell-Kloochman Butte-Ed's Trail-Bluff Mt.-Bluff Mt."
2217,2217,,Crystal Mountain Loop,Mount Rainier Area -- Chinook Pass - Hwy 410,"8.0 miles, roundtrip",2450,3.00 out of 5,(4 votes) Log in to rate,[Good for kids],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/crystal-mountain,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.9366,-121.4765&f=d&sll=46.9366,-121.4765&geocode=&t=p&saddr=&z=11&mra=mi",25.0,
2218,2218,,Mount Lillian,Central Cascades -- Blewett Pass,"6.5 miles, roundtrip",1100,2.25 out of 5,(4 votes) Log in to rate,"[Mountain views, Fall foliage]",,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/mount-lillian,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.3115,-120.5322&f=d&sll=47.3115,-120.5322&geocode=&t=p&saddr=&z=11&mra=mi",26.0,
2219,2219,,Whistling Pig Meadow,Central Cascades -- Entiat Mountains/Lake Chelan,"11.4 miles, roundtrip",1300,1.75 out of 5,(4 votes) Log in to rate,"[Wildlife, Established campsites]",,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/whistling-pig-meadow,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.8440,-120.6025&f=d&sll=47.8440,-120.6025&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2220,2220,,Sasse Ridge,Snoqualmie Region -- Snoqualmie Pass,"9.0 miles, roundtrip",2400,3.50 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/sasse-mountain,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.3892,-121.0744&f=d&sll=47.3892,-121.0744&geocode=&t=p&saddr=&z=11&mra=mi",31.0,
2221,2221,,French Creek,Southwest Washington -- Lewis River Region,"7.0 miles, roundtrip",700,3.00 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/french-creek,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.2778,-121.7943&f=d&sll=46.2778,-121.7943&geocode=&t=p&saddr=&z=11&mra=mi",17.0,
2222,2222,,Arch Rock,Mount Rainier Area -- Chinook Pass - Hwy 410,"12.0 miles, roundtrip",500,4.60 out of 5,(5 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/arch-rock,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.0930,-121.4049&f=d&sll=47.0930,-121.4049&geocode=&t=p&saddr=&z=11&mra=mi",17.0,
2223,2223,,Horseshoe Ridge,South Cascades -- Mount St. Helens,"8.0 miles, roundtrip",2300,2.60 out of 5,(5 votes) Log in to rate,"[Ridges/passes, Wildlife]",,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/horseshoe-ridge,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=45.9466,-122.1773&f=d&sll=45.9466,-122.1773&geocode=&t=p&saddr=&z=11&mra=mi",7.0,
2224,2224,,Zig Zag Lake,South Cascades -- Mount St. Helens,"1.0 miles, roundtrip",600,3.20 out of 5,(5 votes) Log in to rate,[Wildlife],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/zig-zag-lake,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=45.8464,-122.1112&f=d&sll=45.8464,-122.1112&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2225,2225,,West Crater,South Cascades -- Mount St. Helens,"1.6 miles, roundtrip",400,1.80 out of 5,(5 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/west-crater,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=45.8785,-122.0829&f=d&sll=45.8785,-122.0829&geocode=&t=p&saddr=&z=11&mra=mi",0.0,
2226,2226,,Backbone Ridge,South Cascades,"6.6 miles, roundtrip",1750,2.50 out of 5,(6 votes) Log in to rate,[Lakes],,NR,,,,http://www.wta.org/go-hiking/hikes/backbone-ridge,NR,8.0,"This is a nice woods trail, but only few views reward the hiker until she/he arrives at Stevens Canyon road in Mt. Rainier N. P. Trail starts alongside a grassy rock slab and works its way to the top of the ridge. The trail starts alongside a grassy rock slab and works its way to the top of the ridge. In 0.6 mi, a short side trail descends to the right to Backbone Lake, a less attractive, tree-choked hole filled with water. The shoreline is all brushy, no camps. There used to be a trail sign at the junction, but only the 4x4 post remains. Someone carved the letters LAKE-> into a tree. Continue up and at ~1 mi. enjoy a short view of the Coal Creek woods on the south side of Hwy. 12. At ~ 2 mi. cross an open area on a rock slab with a nice view of Tatoosh Pk. In early summer, a few orchids bloom here. The trail drops a bit and then continues to ascend to the N. P. boundary at Stevens Canyon Hwy. Proceed only if you have paid the entry fee or have an annual pass. The trail emerges east of the cut opposite a large parking area. A picnic on one of the tables west of the cut will be a reward for this hike, with a nice view of the mountain. The adventuresome hiker can look for a continuation of the Backbone Ridge trail (now abandoned and no longer shown on maps) on N. P. land, entering the woods at the upper end of the parking lot, just east of the cut. 6.6 miles roundtrip, elevation gain 1750 ft inbound, 220 ft. outbound, high point 2900 ft.As of July 2004, a Trail Pass was no longer required at this trail head."
2227,2227,,Big Creek Falls,Southwest Washington -- Lewis River Region,"1.5 miles, roundtrip",300,2.60 out of 5,(5 votes) Log in to rate,[Good for kids],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/big-creek-falls-1,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.0939,-121.9073&f=d&sll=46.0939,-121.9073&geocode=&t=p&saddr=&z=11&mra=mi",11.0,
2228,2228,,Covel Creek Falls,South Cascades,"4.5 miles, roundtrip",500,2.43 out of 5,(7 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/covel-creek-falls,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.4388,-121.8520&f=d&sll=46.4388,-121.8520&geocode=&t=p&saddr=&z=11&mra=mi",11.0,
2229,2229,,Owyhigh Lakes,Mount Rainier Area -- NE - Sunrise/White River,"8.0 miles, roundtrip",1650,3.00 out of 5,(8 votes) Log in to rate,"[Mountain views, Wildlife, Old growth, Good for kids]",,National Park/Refuge entry fee required,,,,http://www.wta.org/go-hiking/hikes/owyhigh-lakes,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.8905,-121.5968&f=d&sll=46.8905,-121.5968&geocode=&t=p&saddr=&z=11&mra=mi",90.0,
2230,2230,,Abernathy Pass via Cedar Creek,North Cascades -- North Cascades Highway - Hwy 20,"18.0 miles, roundtrip",3400,3.75 out of 5,(8 votes) Log in to rate,"[Dogs allowed on leash, Fall foliage, Established campsites]",,NR,,,,http://www.wta.org/go-hiking/hikes/abernathy-pass,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=48.5792,-120.4787&f=d&sll=48.5792,-120.4787&geocode=&t=p&saddr=&z=11&mra=mi",6.0,
2231,2231,,Webb Mountain,Snoqualmie Region -- North Bend Area,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[Summits],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/webb-mountain,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.4345,-121.6369&f=d&sll=47.4345,-121.6369&geocode=&t=p&saddr=&z=11&mra=mi",13.0,
2232,2232,,Bishop Ridge,South Cascades -- Dark Divide,"9.0 miles, roundtrip",3600,3.00 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/bishop-ridge,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.4323,-121.7626&f=d&sll=46.4323,-121.7626&geocode=&t=p&saddr=&z=11&mra=mi",1.0,
2233,2233,,Deer Lake and Bogachiel Peak,Olympic Peninsula -- Northern Coast,"16.0 miles, roundtrip",3450,2.50 out of 5,(6 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/bogachiel-peak,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.9552,-123.8350&f=d&sll=47.9552,-123.8350&geocode=&t=p&saddr=&z=11&mra=mi",35.0,
2234,2234,,Burley Mountain,South Cascades -- Dark Divide,"1.5 miles, roundtrip",400,2.50 out of 5,(4 votes) Log in to rate,[Summits],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/burley-mountain,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.3999,-121.8702&f=d&sll=46.3999,-121.8702&geocode=&t=p&saddr=&z=11&mra=mi",9.0,
2235,2235,,Eldorado and Turnpike Passes,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2200,2.75 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/eldorado-turnpike-passes,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.4216,-120.9374&f=d&sll=47.4216,-120.9374&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2236,2236,,Laughingwater Creek to Three Lakes,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,"12.0 miles, roundtrip",2800,3.00 out of 5,(6 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/laughingwater-creek,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.7516,-121.5571&f=d&sll=46.7516,-121.5571&geocode=&t=p&saddr=&z=11&mra=mi",21.0,
2237,2237,,Icicle Gorge View Trail,Central Cascades -- Leavenworth Area,"2.25 miles, roundtrip",200,4.50 out of 5,(2 votes) Log in to rate,[Good for kids],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/icicle-gorge-view-trail,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.6086,-120.8945&f=d&sll=47.6086,-120.8945&geocode=&t=p&saddr=&z=11&mra=mi",7.0,
2238,2238,,Black Peak,North Cascades -- North Cascades Highway - Hwy 20,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/black-peak,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=48.5182,-120.7339&f=d&sll=48.5182,-120.7339&geocode=&t=p&saddr=&z=11&mra=mi",25.0,
2239,2239,,Edward Peak (7280'),Central Cascades -- Leavenworth Area,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/edward-peak-7280-aka-the-mole,NR,0.0,
2240,2240,,Big Jim Mountain,Central Cascades -- Leavenworth Area,NR,NR,3.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/big-jim-mountain,NR,11.0,
2241,2241,,White River Falls Overlook,Central Cascades -- Stevens Pass - East,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/white-river-falls,NR,2.0,
2242,2242,,Rampart Ridge Backdoor,Snoqualmie Region -- Snoqualmie Pass,NR,NR,4.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/rampart-ridge-back-door,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.3947,-121.3474&f=d&sll=47.3947,-121.3474&geocode=&t=p&saddr=&z=11&mra=mi",30.0,
2243,2243,,Gunn Peak,Central Cascades,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/gunn-peak,NR,3.0,
2244,2244,,Deadhorse Pass,Central Cascades -- Stevens Pass - East,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/deadhorse-pass,NR,3.0,
2245,2245,,Atrium Peak 5359',Central Cascades -- Stevens Pass - West,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/atrium-peak-5359,NR,2.0,
2246,2246,,Oak Creek Wildlife Area - Cowiche segment,Central Washington -- Yakima,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/cowiche-segment-oak-creek-wildlife-area,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.6254,-120.7397&f=d&sll=46.6254,-120.7397&geocode=&t=p&saddr=&z=11&mra=mi",10.0,
2247,2247,,Fortune Creek via Cle Elum River,Snoqualmie Region -- Salmon La Sac/Teanaway,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/fortune-creek-4wd301,NR,1.0,
2248,2248,,Carne Mountain High Route,Central Cascades -- Entiat Mountains/Lake Chelan,NR,NR,5.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/carne-mt.-high-route,NR,12.0,
2249,2249,,Kaleetan Peak,Snoqualmie Region -- Snoqualmie Pass,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/kaleetan-peak,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.4152,-121.4433&f=d&sll=47.4152,-121.4433&geocode=&t=p&saddr=&z=11&mra=mi",64.0,
2250,2250,,Langille Ridge Trail,South Cascades -- Dark Divide,NR,NR,2.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/langille-ridge-trail,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.3661,-121.8458&f=d&sll=46.3661,-121.8458&geocode=&t=p&saddr=&z=11&mra=mi",8.0,
2251,2251,,Alpine Falls,Central Cascades -- Stevens Pass - West,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/alpine-falls,NR,1.0,
2252,2252,,Iron Peak via Tooth Saddle Trail,Snoqualmie Region -- Salmon La Sac/Teanaway,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/iron-peak-via-tooth-saddle-trail,NR,4.0,
2253,2253,,Gemini Peak,North Cascades -- Mountain Loop Highway,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/gemini-peak,NR,1.0,
2254,2254,,Suncadia Trail,Snoqualmie Region -- Salmon La Sac/Teanaway,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/suncadia-trail,NR,3.0,
2255,2255,,Meadow Mountain,Snoqualmie Region -- Salmon La Sac/Teanaway,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/meadow-mountain-stampede-pass-area,NR,4.0,
2256,2256,,Dupont Loop,Puget Sound and Islands -- Seattle-Tacoma Area,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/dupont-loop,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.0983,-122.6294&f=d&sll=47.0983,-122.6294&geocode=&t=p&saddr=&z=11&mra=mi",3.0,
2257,2257,,Falls Lakes,North Cascades,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/falls-lakes,NR,1.0,
2258,2258,,Snowking Mountain,North Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/snowking,NR,11.0,
