title,region name,uid,average_rating,elevation_gain,highpoint,mileage,mileage_type,tripreport_count,campsites,coast,dogs_ok,foliage,kids_ok,lakes,mountains,old_growth,ridges,rivers,summits,waterfalls,wildflowers,wildlife
Catherine Creek - Tracy Hill Loop,Southwest Washington -- Columbia River Gorge - WA,e8795dec71634cae8c36187907893c57,0.0,1715.0,1870.0,6.1,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Sky Mountain,Central Cascades -- Stevens Pass - West,e8845c0b52f9f3ca842ef69b58ace98a,0.0,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worm Flows Snowshoe,South Cascades,e8985f23eff8987096fdceee011738b8,3.0,500.0,3100.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle Pass,Central Cascades,e8a12f575f90f76048489033dc54fe6c,5.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Blewett Pass Highway,Central Cascades -- Blewett Pass,e8ac03f93dd99ce503dc8e384827d716,0.0,1030.0,4064.0,8.2,1,17,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Middle Fork Beaver Creek,North Cascades -- Methow/Sawtooth,e8cfe10af99d08d57059d489b3a46005,3.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Camp,South Cascades -- Mount Adams Area,e8fee52ccf4ae880623f3dcfe49db685,3.0,2280.0,5800.0,10.0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Four Stream,Olympic Peninsula -- Hood Canal,e90201cbd6a1ea47e27d7c9d3e37578d,2.66666666667,None,None,None,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Lyman Lake,Central Cascades,e903b37bc411677416893a885ca792ea,3.57142857143,None,None,None,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escure Ranch,Eastern Washington -- Spokane Area/Coeur d'Alene,e906d8efb63db6a43b4dfbfa7ad7e736,2.5,200.0,None,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
Norway Pass,South Cascades -- Mount St. Helens,e90e7598fd5a4899e628a897b7d8e48b,4.23076923077,860.0,4500.0,4.4,1,140,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Squire Creek,North Cascades -- Mountain Loop Highway,e94944f4c1d46dca4b5c84664f2bff4f,3.6,2566.0,None,8.5,1,83,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Howson Peak,Snoqualmie Region -- Salmon La Sac/Teanaway,e967508d8e1f4890a4216f785f6651e6,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haystack,North Cascades,e9676f8449332053cbaab5c9c9c8e115,3.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom Peak,Snoqualmie Region -- Salmon La Sac/Teanaway,e96bb6a206164f228f2ed55295f44fd5,0.0,None,None,None,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalles Ridge,Mount Rainier Area -- Chinook Pass - Hwy 410,e96c49cfcf443889ff54e7a84098056b,3.8,200.0,5700.0,1.8,1,49,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Stirrup Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,e98411f985fd7f027f07aca173801eab,3.83333333333,476.0,3586.0,2.4,1,35,0,0,1,1,0,1,1,0,0,0,0,0,1,1
Deceiver,Issaquah Alps -- Cougar Mountain,e9855aabf823289241ebccf8b8c90382,3.4,None,None,None,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dingford Creek-Myrtle Lake,Snoqualmie Region -- North Bend Area,e98f6d71748a6b44754d0edd9b9c6cfa,3.42857142857,2600.0,3800.0,11.0,1,86,1,0,1,0,0,1,1,1,0,1,0,0,1,0
Wildside Trail-De Leo Wall,Issaquah Alps -- Cougar Mountain,e991eb3d7c99b9826e65c81c4c1628bd,2.77777777778,489.0,1122.0,4.2,1,187,0,0,1,0,1,0,1,0,0,0,0,0,1,1
Fortune Peak via Esmeralda Basin (Esmerelda),Snoqualmie Region -- Salmon La Sac/Teanaway,e99932c096acb5f6056e9e0414361dec,0.0,None,None,None,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatoosh Lakes,South Cascades -- White Pass/Cowlitz River Valley,e99d301a6989c48cdc2ba51042541629,3.0,3400.0,5750.0,6.6,1,36,0,0,0,0,0,1,1,1,1,0,0,0,1,0
Big Huckleberry Mountain,Southwest Washington -- Columbia River Gorge - WA,e9a3ef065ccc461485295eefa86dea5b,3.0,None,None,11.5,1,8,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Radio Peak,Issaquah Alps -- Cougar Mountain,e9c6d3e5b6590a8046beb38031ade7ea,2.0,None,None,None,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fawn Peak,North Cascades -- Methow/Sawtooth,e9c85417e2664db4803421d145c83132,0.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelan Butte,Central Cascades -- Entiat Mountains/Lake Chelan,e9c94d995cb96efc3a658fdc6945f10c,3.9,2500.0,None,7.46,1,48,0,0,1,0,0,1,1,0,0,1,0,0,1,1
Chuckanut Ridge Trail,Puget Sound and Islands -- Bellingham Area,e9c9a816050849ddb159dfa1d224cb06,4.0,None,1900.0,10.4,1,53,0,0,1,0,1,1,1,1,1,0,0,1,0,0
Gombu Wilderness Cliffs,Issaquah Alps -- Cougar Mountain,e9cd4e971af6b54ea1d66ef320933d9e,2.75,None,None,2.6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Eagle Peak,Mount Rainier Area -- SW - Longmire/Paradise,e9d0861c716c42880986582dcefb3c48,3.0,2950.0,5650.0,7.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Red Pass,Snoqualmie Region -- Snoqualmie Pass,e9ed2acc3dd13c488da546b990edb883,3.4,2300.0,5300.0,None,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haystack Mt.,Central Cascades -- Stevens Pass - West,e9faecb0ae494b4e9980320e8ae7d493,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kraus Ridge,South Cascades -- Mount St. Helens,e9fede0e0aac55148c6d5685c0c2e0c3,2.0,1570.0,2370.0,8.8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Lake,Central Washington -- Grand Coulee,ea156ff74cc849f19061638471981092,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frazer Homestead Preserve,Puget Sound and Islands -- San Juan Islands,ea1628aef92649cab8c6d894d8fe12be,0.0,80.0,210.0,2.6,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1
Squak Mountain,Issaquah Alps -- Squak Mountain,ea1b87174f05a6f9c704a8dd5da09336,2.94444444444,1684.0,2024.0,6.6,1,154,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Keenan Meadows,Central Washington -- Yakima,ea2eee1117040a41c60478349293d878,3.33333333333,None,None,3.1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bridge Creek - McAlester Pass to Stehekin,North Cascades -- North Cascades Highway - Hwy 20,ea31784b16a79a2890a061eb59394cd8,4.0,2500.0,4000.0,38.0,1,43,1,0,0,1,0,1,1,0,0,1,0,1,1,1
Big Hollow,South Cascades,ea47f2e1a63cd80f787017d841892fdf,2.75,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Rolo,North Cascades -- Pasayten,ea5856ffdf7744f7910a87e8d07752b6,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle Creek,Snoqualmie Region -- Salmon La Sac/Teanaway,ea64489b4b6c320048be598e34841014,2.25,None,None,None,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahale Glacier,North Cascades -- North Cascades Highway - Hwy 20,ea655cbd825918da48068a27d510858a,3.0,None,None,None,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quillayute River Slough,Olympic Peninsula -- Pacific Coast,ea7d290c4563aa471f313a60ede262b4,2.5,60.0,50.0,1.8,4,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Arch Rock,Mount Rainier Area -- Chinook Pass - Hwy 410,ea9d93abbe1a0bf22653972491b4086e,4.66666666667,1400.0,5900.0,12.0,1,41,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Peach Preserve Shore ,Puget Sound and Islands,eac0c055f8e84322b2ded39b2429979d,0.0,None,None,1.5,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Welts-Samish Restoration Site,Puget Sound and Islands -- Bellingham Area,eac24f5718a84177a29133d9eddaf591,0.0,30.0,None,None,1,101,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Tamanous Trail,Southwest Washington -- Columbia River Gorge - WA,eac89453b6d0bc9233d29bb6034ce4b8,1.5,120.0,200.0,1.2,1,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0
Stormy Mountain Summit,Central Cascades -- Entiat Mountains/Lake Chelan,eacecfb0e7bc42c1b1d6def70d4487d4,0.0,5500.0,None,13.0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Beacon Rock State Park - Little Beacon Trail,Southwest Washington -- Columbia River Gorge - WA,ead467fee3e94045a31e774639e1a6f0,0.0,108.0,683.0,0.5,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1
Paddy-Go-Easy Pass,Snoqualmie Region -- Salmon La Sac/Teanaway,ead6244a6d98c11f26eab4309626dd14,3.4,2700.0,6100.0,7.0,1,112,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Spokane River Centennial State Park Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,ead94be9f204f8a625258a96d23229f8,3.8,600.0,2200.0,37.0,5,21,0,0,1,1,1,0,0,0,0,1,0,0,0,1
Gooseberry Flat,Snoqualmie Region,eaddc224882b1e9e29c46258ab4ec303,3.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Defiance (Oregon),Southwest Washington -- Columbia River Gorge - OR,eae1c357fbc3463587fe891cb3772c70,0.0,4890.0,4960.0,12.9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Peak,North Cascades -- Mountain Loop Highway,eae2a5d6a17e4bfd94f93dd0c3b9c382,0.0,None,5608.0,None,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Ira Spring Connector Trail,Snoqualmie Region -- North Bend Area,eafbb587e57883accbfc2ac0cd12c38f,4.0,None,None,None,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout Mountain Snowshoe - Methow,North Cascades -- Methow/Sawtooth,eb01b6862f66e5cdbd3aff708be17e4d,4.0,3140.0,5515.0,11.4,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Beaver Loop,North Cascades -- Methow/Sawtooth,eb0f1b5b9f16459db5d0001302ee67f0,0.0,0.0,None,1.65,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Ferguson Lake Trail,North Cascades -- Pasayten,eb203a27f555588c84d715e0a4dfafe8,3.83333333333,1580.0,6631.0,4.0,1,14,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Anacortes Community Forest Lands - Heart Lake,Puget Sound and Islands -- Whidbey Island,eb2a861e6710452d89a6e1b74e7ba130,4.0,130.0,620.0,2.86,1,33,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Coal Mine,Issaquah Alps -- Squak Mountain,eb3370e4a4450a101007b853d8bfb735,3.25,None,None,0.2,1,32,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Ring Hill Forest,Puget Sound and Islands -- Seattle-Tacoma Area,eb49a3a4d9a9403f83543a2e25d4db79,2.0,None,None,2.6,1,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Waptus Horse Ford,Snoqualmie Region,eb5c01557b3532771c7537ca9a1a63ff,2.25,None,None,None,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Byrne,North Cascades -- Mountain Loop Highway,eb5f98e6bdc241346703c53876d4f8ec,2.66666666667,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olallie State Park - Olallie Trail,Snoqualmie Region -- North Bend Area,eb65d5fcbb8d436081fabf6df4f3599f,5.0,2600.0,3500.0,18.4,1,24,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Lily Point Marine Park and Reserve,Puget Sound and Islands -- Bellingham Area,eb752af383b94ff59a053b6c4ca5e8fa,0.0,None,None,1.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Fourth of July Pass Recreation Area,Eastern Washington -- Spokane Area/Coeur d'Alene,eb7e755bc7a343b9ab453f194ffffcb0,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Fork Nooksack River Snowshoe,North Cascades -- Mount Baker Area,eb8bdf4579b0e2f864fc4c6774ef81f4,1.5,900.0,3000.0,7.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Jade Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,eba7b0d7c09744b582bd10116c6c0d88,4.0,4500.0,5600.0,21.0,1,294,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Red Cedars,Issaquah Alps -- Cougar Mountain,ebc3b47bf4cdf8619173ed2efb9c2c36,2.5,None,None,0.6,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lena Lake - Valley of Silent Men Snowshoe,Olympic Peninsula,ebcf7648536843929192ce7411bb32bc,2.75,2000.0,2800.0,10.0,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Serpentine Hill,Central Cascades -- Blewett Pass,ebd1f7b0b10144d6b5d5028a56f37cf9,0.0,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roza Creek,Central Washington -- Yakima,ebd9319be24949adadd2f42f96b1c12c,0.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bessequartz Peak,Snoqualmie Region,ebde3b8697799fcf86f266cab941187f,5.0,None,4481.0,None,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Larch Creek,North Cascades -- Pasayten,ebfa18a157aaa1cb90bf7f6d233958a3,3.25,3300.0,7500.0,32.4,1,14,1,0,0,1,0,0,1,0,1,1,0,0,1,1
Old Government,North Cascades -- Mountain Loop Highway,ec10fbb57e730b323158494836a6acff,2.4,None,None,None,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sourdough Ridge,Mount Rainier Area -- NE - Sunrise/White River,ec615730a29bfe4b5069b66cd96f7e91,3.88888888889,400.0,6800.0,2.5,1,100,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Tongue Mountain,South Cascades -- Dark Divide,ec8787cc746c45e1d94433eaf57cb6d8,3.27272727273,1200.0,4838.0,3.0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Mount Stickney,Central Cascades -- Stevens Pass - West,ec9988e3c8754ecb8b9920ac06cf5489,0.0,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaw Island,Puget Sound and Islands -- San Juan Islands,ecd798cc03062a11af4f742e31a8fe00,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorp Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,ece8172447ca048a8e2bb0a0d494768e,4.1,1260.0,4700.0,5.8,1,100,1,0,0,1,0,1,1,0,0,0,0,0,0,0
Elwha River and Lillian River,Olympic Peninsula -- Northern Coast,eceb47baec55aa54d0ce23e3179a6eaa,4.16666666667,1200.0,2500.0,13.5,1,101,1,0,0,0,0,1,0,1,0,1,0,0,0,1
Rose Creek Nature Preserve,Eastern Washington -- Palouse and Blue Mountains,ecf2102ecec348539ce033f3e6b8f9f4,0.0,60.0,None,1.0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Abernathy Peak,North Cascades -- Methow/Sawtooth,ecf4535e6470d71e78488f4d16fa24e3,0.0,None,None,None,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Kirkland Corridor Trail,Puget Sound and Islands -- Seattle-Tacoma Area,ecfa4710ecfb4c46ad69217ae17ca579,2.75,None,None,11.5,1,24,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Queets Campground Loop,Olympic Peninsula -- Pacific Coast,ed020248190a69b68e138028a09acbfa,3.5,50.0,300.0,2.8,1,13,1,0,0,1,1,0,1,1,0,1,0,0,1,1
Lost Creek Ridge,North Cascades -- Mountain Loop Highway,ed269454ccab25a2709e11d30c88569d,4.57142857143,5000.0,6000.0,10.0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia River Waterfront Renaissance Trail,Southwest Washington -- Vancouver Area,ed31d5a76a884ab69d3cec3b6b96a5da,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grouse Ridge Trail,North Cascades -- Mount Baker Area,ed54817a1d9b4692bed7d8f1f8c0adfc,0.0,None,None,None,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Side Parks,North Cascades,ed6a68534514f1f467b5c7d42fcb7f82,1.75,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Lakes-Dry Falls State Park - Umatilla Rock via Monument Coulee,Central Washington -- Grand Coulee,ed6f55c83dbb43ef8c461a8c8d826823,3.25,100.0,None,5.0,1,39,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Nordic Pass - Hyak,Snoqualmie Region -- Snoqualmie Pass,ed798509af32c015497abd75b1934a09,3.66666666667,660.0,3516.0,3.2,1,57,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Chelan Lakeshore Trail,Central Cascades -- Entiat Mountains/Lake Chelan,ed8ca6992469ef334e1d3f336a6fb901,3.63636363636,4030.0,1700.0,17.0,5,198,1,0,1,1,0,1,1,0,0,0,0,1,1,1
Big Creek Falls,Snoqualmie Region -- North Bend Area,eda6347217fc4c2668e2bd61b41a2ad8,3.66666666667,None,None,11.0,1,62,0,0,1,0,1,0,0,1,0,1,0,1,0,0
Ruth Mountain,North Cascades -- Mount Baker Area,edc39d7237482f877a1f69dcdea71065,4.5,None,None,None,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Spokane - Trail 110/140 Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,edcc2500271641dbae2f658e3a2f26e2,0.0,1100.0,5000.0,6.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rennie Peak,North Cascades -- Methow/Sawtooth,edd5deeda56c468bb40aaf7749bf96a0,4.0,4500.0,None,15.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Badger Mountain - Skyline Trail,Central Washington -- Tri-Cities,ede0e5402a954f1082812149b6feb46e,0.0,1100.0,1500.0,5.8,1,17,0,0,1,0,0,0,1,0,1,0,1,0,1,1
Pacific Crest Trail (PCT)(Section J) Cathedral Pass to Pete Lake,Central Cascades,ede57a06b756487da70c4cf06f0cc623,0.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird Mountain Loop,South Cascades -- Mount Adams Area,edf8aa2aa9f4f893e220125b16df6041,3.11111111111,1875.0,5230.0,10.25,1,27,1,0,1,0,0,1,1,0,0,0,1,0,0,0
Poe Mountain via Irving Pass,Central Cascades -- Stevens Pass - East,ee09a5c0b544a89662e0412bdb6b6c3c,3.77777777778,1800.0,6015.0,5.0,1,69,0,0,0,1,0,0,1,0,1,0,1,0,1,0
Shoestring Lake,Central Washington -- Yakima,ee0e6f1ebe814c248ce2423bf55f6416,0.0,None,None,3.6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Observation Peak,Southwest Washington -- Lewis River Region,ee56f24412a55bcc6023cc7cd60e0f48,3.75,500.0,4207.0,5.0,1,55,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Mount Townsend Snowshoe,Olympic Peninsula -- Hood Canal,ee6cc867e7a97fe277397ba711f9af56,1.0,2500.0,5500.0,13.5,1,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Skyline,Olympic Peninsula -- Pacific Coast,ee6deb24556075bf8b97c5e7dcb9f4e2,3.0,4900.0,5700.0,45.0,1,53,1,0,0,0,0,1,1,0,0,0,1,0,1,1
North Fork Sol Duc River,Olympic Peninsula -- Northern Coast,ee7156406240f39048df296309f25808,3.125,1900.0,2900.0,18.0,1,16,1,0,0,1,1,0,0,1,0,1,0,0,0,1
Clayton Beach,Puget Sound and Islands -- Bellingham Area,ee8e65791a503987d4d66c386f2c44bf,3.33333333333,None,None,None,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Waptus Pass,Snoqualmie Region -- Salmon La Sac/Teanaway,eea089b796cd6b8980f3750835fcb1b5,3.75,None,None,None,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June Lake Snowshoe,South Cascades -- Mount St. Helens,eea413a89bd30af920c7722aed4e0392,3.75,500.0,3140.0,4.8,1,35,0,0,0,0,1,1,1,1,0,1,0,1,0,0
Lost Lake,South Cascades,eea49764db03644965620137f85c5e6b,3.4,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty Lake Regional Park,Eastern Washington -- Spokane Area/Coeur d'Alene,eeb5e6b434d54cb3655866979b90ca7b,3.71428571429,1200.0,3120.0,8.0,1,2,0,0,1,1,1,0,1,1,0,0,0,1,0,1
Disappointment Peak,North Cascades -- Pasayten,eebf5f1c836444a924c8bdd8101b5a2b,2.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tshletshy Creek,Olympic Peninsula -- Olympia,eec2edfa34b409c5bd5189aa3c10d399,2.25,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muckamuck,Eastern Washington,eecaee9c2212012002aea1063d6f7042,2.5,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willow Creek,North Cascades,eed047f37486adf3088fb3671acae75e,3.25,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Giant Pass,Central Cascades -- Stevens Pass - East,eedd0a42e9809606ddda064723619ea2,4.09090909091,4000.0,6409.0,10.0,1,178,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Greek Creek Basin,South Cascades,eedf41393d8adbc47d3e7553277b1713,3.5,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Tree Loop,Central Cascades -- Stevens Pass - East,eee4e1047388d94a0d1f48758c11f8bd,3.25,None,2000.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McLeod Mountain,North Cascades -- Methow/Sawtooth,eee8bfac74e3813ab992dbf09971b796,4.5,None,8099.0,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mackenzie Reserve,Eastern Washington -- Spokane Area/Coeur d'Alene,eee9969954004a43b187b4a70e70828d,0.0,None,None,None,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Mammoth Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,eee99f3a050a432ebf64afa4e117413b,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Twin,South Cascades,eeecc104dafe0eb0e11fc3d154d293ed,4.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Mountain,Snoqualmie Region -- Snoqualmie Pass,eef23c254dc540baa89fd21cd663c3a3,0.0,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goode Mountain,North Cascades -- North Cascades Highway - Hwy 20,ef038b027a4148b09af8837d01a5fb6c,0.0,8400.0,9200.0,37.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Royal Creek,Olympic Peninsula -- Hood Canal,ef079a1d3d005c114af6db7637b1f0f9,3.4,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imus Creek Trail,Central Cascades -- Entiat Mountains/Lake Chelan,ef07f7623f8d41a8891fa203bfff41c3,0.0,150.0,1340.0,0.7,5,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0
Sulphur Moraine,North Cascades,ef0ec9eceedbe1f02abe09c066fa0759,2.66666666667,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobs Lakes,Central Washington -- Potholes Region,ef27eb2052224e23b751cc5ee1bbdb62,3.5,390.0,None,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Iron Goat Trail,Central Cascades -- Stevens Pass - West,ef3864bf36c2742f927bb82e4ba4bbd3,3.78571428571,700.0,2800.0,6.0,1,422,0,0,1,0,0,0,1,0,0,1,0,1,1,0
Thompson Lake via Mount Defiance,Snoqualmie Region -- Snoqualmie Pass,ef46092cfafe10e64ee7a0e181bf3fa3,3.75,None,4200.0,19.8,1,69,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Smith Lake Primitive,Olympic Peninsula -- Hood Canal,ef557308df3c1bace95079ee27fad09c,3.25,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plummer Peak,Mount Rainier Area -- SW - Longmire/Paradise,ef623dc3d2d043f777f1e335f9455e6a,4.0,1500.0,6359.0,4.5,1,51,0,0,0,0,0,0,1,0,1,0,1,0,1,1
Hall Mountain,Eastern Washington -- Selkirk Range,ef6bf3db878cbf0d49414e1e4bdad300,3.375,4130.0,6323.0,14.0,1,25,1,0,1,1,0,0,1,0,0,0,1,0,1,1
Andrew Peak,North Cascades -- Pasayten,ef740ea465b54a0fa9ef6a02ef8dd3b4,0.0,7500.0,8301.0,None,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Steigerwald Lake National Wildlife Refuge,Southwest Washington -- Vancouver Area,ef767a84151bbf76cd11805c9aa6f9d2,4.0,None,None,2.8,1,17,0,0,0,0,1,1,0,0,0,1,0,0,1,1
Lake Stuart,Central Cascades -- Leavenworth Area,ef772ac3350def2dc49b6c3025d7a87b,3.68421052632,1665.0,5065.0,9.0,1,395,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Shark Reef Sanctuary,Puget Sound and Islands -- San Juan Islands,ef80f085e8732912a193c4ce2accbca7,2.33333333333,40.0,60.0,1.0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Mountain Road,Issaquah Alps -- Tiger Mountain,ef90c53fd2146c2b62779de1219b1af6,3.6,None,None,None,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake LaCrosse,Olympic Peninsula -- Hood Canal,ef92599d4d0e1d78f958ed95c68dd445,4.0,None,None,None,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judi's Peak,Snoqualmie Region -- Salmon La Sac/Teanaway,efa7e6806e8945dfa74ce4145e559b92,0.0,3417.0,6560.0,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ned Hill,Olympic Peninsula -- Hood Canal,efb1dc32a9a1ddaceebdbe1965b97c81,1.83333333333,900.0,3469.0,2.2,1,20,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Coho Preserve,Puget Sound and Islands -- San Juan Islands,efbda7f772274d30a519885b4f67864d,0.0,None,None,0.75,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
American Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,efc37152cd7da210e427bb111b1e605e,3.3,1000.0,5700.0,14.0,1,47,1,0,1,0,0,1,1,0,1,0,0,0,1,0
East Lenore Coulee,Central Washington -- Grand Coulee,efc909a8edd24c1caf18be594ffdf2ae,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
