,hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Wildlife,Rivers,Summits,Good for kids
2295,Junggeselle Peak,2295,1.0,,,,0,0,0,0
2296,Thatsit Peak,2296,2.0,,,,0,0,0,0
2297,Bill's Peak,2297,5.0,,,,0,0,0,0
2298,Teanaway Butte,2298,15.0,,,114.8,0,0,0,0
2299,Stevens Peak,2299,1.0,,,137.983333333,0,0,0,0
2300,Boundary Peak,2300,1.0,,,,0,0,0,0
2301,Deception Basin,2301,6.0,,,,0,0,0,0
2302,Gravel Lake - Ridge Lake,2302,41.0,,,50.95,0,0,0,0
2303,East Bank Ross Lake,2303,44.0,,,159.633333333,0,0,0,0
2304,Foggy Lake - Foggy Pass,2304,19.0,,,,0,0,0,0
2305,Silver Creek - Mineral City,2305,20.0,,,75.8333333333,0,0,0,0
2306,Border Lake BC,2306,1.0,,,,0,0,0,0
2307,Ramon Lakes,2307,2.0,,,,0,0,0,0
2308,Anderson Mountain,2308,4.0,,,,0,0,0,0
2309,Michael's Cabin,2309,1.0,,,,0,0,0,0
2310,Hibox Mountain,2310,33.0,,,82.5,0,0,0,0
2311,Goblin's Gate,2311,4.0,,,,0,0,0,0
2312,Mountaineer Ridge,2312,1.0,,,,0,0,0,0
2313,Military Ridge,2313,3.0,,,,0,0,0,0
2314,Lake Hozomeen,2314,9.0,,,,1,0,0,0
2315,Curtis Glacier,2315,1.0,,,,0,0,0,0
2316,Church Lake,2316,4.0,,,182.166666667,0,0,0,0
2317,Mount Sylvester,2317,4.0,,,,0,0,0,0
2318,Plummer Peak,2318,12.0,,,142.266666667,0,0,0,0
2319,Pinnacle Peak,2319,68.0,,,142.383333333,0,0,0,0
2320,Naches Peak,2320,6.0,,,110.2,0,0,0,0
2321,Dewey Peak,2321,1.0,,,,0,0,0,0
2322,The Castle,2322,9.0,,,143.133333333,0,0,0,0
2323,Tamanos Mountain,2323,20.0,,,103.716666667,0,0,0,0
2324,Seymour Peak,2324,2.0,,,,0,0,0,0
2325,Governors Ridge,2325,1.0,,,,0,0,0,0
2326,Denman Peak,2326,1.0,,,,0,0,0,0
2327,Barrier Peak,2327,4.0,,,,0,0,0,0
2328,Kennedy Falls,2328,3.0,,,,0,0,0,0
2329,Pratt Mountain,2329,53.0,,,54.35,0,0,0,0
2330,Steamboat Prow,2330,6.0,,,,0,0,0,0
2331,Charlia Lakes Way Trail,2331,7.0,,,151.116666667,0,0,0,0
2332,Mount Olympus,2332,6.0,,,,0,0,0,0
2333,Double Eagle Mine - Devils Lake,2333,3.0,,,100.35,0,0,0,0
2334,Mission Peak,2334,5.0,,,,0,0,0,0
2335,Iron Mountain - Trout Creek,2335,6.0,,,85.3166666667,0,0,0,0
2336,Dog Lake to Cramer Lake (Trail 1106),2336,15.0,,,145.083333333,0,0,0,0
2337,West Fork Miller River,2337,13.0,,,91.0666666667,0,0,0,0
2338,Three Musketeers Ridge (7680'),2338,1.0,,,,0,0,0,0
2339,McLeod Mountain,2339,1.0,,,,0,0,0,0
2340,Gabriel Peak,2340,1.0,,,,0,0,0,0
2341,Cascade Lookout,2341,1.0,,,,0,0,0,0
2342,South Ingalls Peak,2342,12.0,,,140.233333333,0,0,0,0
2343,Tower Mountain,2343,2.0,,,,0,0,0,0
2344,Hall Creek,2344,7.0,,,,0,0,0,0
2345,Dorado Needle (8440'),2345,1.0,,,,0,0,0,0
2346,Buckhorn Pass,2346,1.0,,,,0,0,0,0
2347,Duke of Kent,2347,2.0,7.0,3400.0,52.8333333333,0,0,0,0
2348,Chiwaukum Mountain,2348,1.0,,,,0,0,0,0
2349,West Granite Mountain,2349,21.0,,,47.7333333333,0,0,0,0
2350,Surprise Creek,2350,14.0,,,92.65,0,0,0,0
2351,Schweitzer Creek Loop,2351,1.0,,,,0,0,0,0
2352,North Fork Snoqualmie Road,2352,3.0,,,,0,0,0,0
2353,Ugly Duckling 5140',2353,3.0,,,,0,0,0,0
2354,Pika Trail,2354,2.0,,,,0,0,0,0
2355,Pine Marten Trail,2355,1.0,,,,0,0,0,0
2356,Holder Creek,2356,3.0,,,,0,0,0,0
2357,Wahkeena Trail #420,2357,5.0,,,,0,0,0,0
2358,Mount Blanchard,2358,10.0,,,88.45,0,0,0,0
2359,Edith Creek Basin,2359,5.0,,,,0,0,0,0
2360,Howard Miller Steelhead Park Rail-trail,2360,2.0,,,,0,0,0,0
2361,Mount Tahoma Ski Trails,2361,6.0,,,102.983333333,0,0,0,0
2362,Whitehorse Trail - Swede Heaven to Darrington,2362,15.0,,,78.6666666667,0,0,0,0
2363,Arrowhead Mountain,2363,12.0,,,106.533333333,0,0,0,0
2364,Skookumchuck River,2364,1.0,,,,0,0,0,0
2365,Rosario Head,2365,11.0,,,89.6166666667,0,0,0,0
2366,Chipmunk Rd (FS 1802),2366,1.0,,,,0,0,0,0
2367,Stafford Lookout,2367,3.0,,,,0,0,0,0
2368,Iron mountain,2368,2.0,,,,0,0,0,0
2369,Pine Lake,2369,6.0,,,142.55,0,0,0,0
2370,Calligan Lake,2370,1.0,,,,0,0,0,0
2371,Fivemile Butte Lookout,2371,2.0,,,,0,0,0,0
2372,Lake Hancock,2372,5.0,,,50.2833333333,0,0,0,0
2373,Grisdale Hill,2373,1.0,,,,0,0,0,0
2374,Government Meadows,2374,4.0,,,,0,0,0,0
2375,The King,2375,1.0,,,,0,0,0,0
2376,South Mountain,2376,3.0,,,,0,0,0,0
2377,Grindstone Trail,2377,4.0,,,,0,0,0,0
2378,Tronsen Head 5980',2378,4.0,,,143.716666667,0,0,0,0
2379,Kendall Peak Lakes,2379,31.0,,,68.05,0,0,0,0
2380,Rhododendron State Park,2380,1.0,,,,0,0,0,0
2381,Cultus Mountain,2381,2.0,,,,0,0,0,0
2382,Loomis Mountain,2382,1.0,,,,0,0,0,0
2383,Echo Mt. Regional Park,2383,1.0,,,,0,0,0,0
2384,The Rockies,2384,1.0,,,,0,0,0,0
2385,Hancock's Comb,2385,1.0,,,,0,0,0,0
2386,Quartz Creek/Lake Blethen,2386,10.0,,,71.9166666667,0,0,0,0
2387,Logger Butte,2387,1.0,,,,0,0,0,0
2388,Swift Creek (#244),2388,3.0,4.8,1000.0,,0,0,0,0
2389,Earl Peak,2389,40.0,7.5,3600.0,108.616666667,0,0,0,0
2390,McAlester Trail,2390,13.0,,,,0,0,0,0
2391,High Lakes Loop,2391,9.0,,,147.133333333,0,0,0,0
2392,Scatter Peak,2392,4.0,,,141.316666667,0,0,0,0
2393,Tank Lakes,2393,26.0,,,,0,0,0,0
2394,Marble Pass,2394,5.0,,,,0,0,0,0
2395,Bears Breast,2395,1.0,,,,0,0,0,0
2396,Inter Glacier,2396,4.0,4.6,2920.0,112.733333333,0,0,0,0
2397,Crescent Lake,2397,1.0,,,,0,0,0,0
2398,Bean Peak,2398,35.0,,,123.2,0,0,0,0
2399,Wing Lake,2399,22.0,,,,0,0,0,0
2400,Ptarmigan Ridge,2400,2.0,,,,0,0,0,0
2401,Flett Glacier,2401,3.0,,,,0,0,0,0
2402,Hidden Lake,2402,11.0,,,,0,0,0,0
2403,Green Park Lakes,2403,2.0,,,,0,0,0,0
2404,K9,2404,2.0,,,,0,0,0,0
2405,Narada Falls,2405,37.0,,,,0,0,0,0
2406,Ice Box Peak,2406,1.0,,,,0,0,0,0
2407,Copper Point,2407,1.0,,,,0,0,0,0
2408,Thunder Mountain Lakes,2408,7.0,,,,0,0,0,0
2409,Mount Daniel,2409,44.0,,,149.333333333,0,0,0,0
2410,Lion Rock,2410,7.0,,,,0,0,0,0
2411,Jerry Lakes,2411,2.0,,,,0,0,0,0
2412,Little Bulger Peak,2412,1.0,,,,0,0,0,0
2413,John Wayne Trail - Thorp Trailhead,2413,0.0,,,39.9666666667,0,0,0,0
2414,Wildcat,2414,5.0,,,,0,0,0,0
2415,Snagtooth Falls,2415,1.0,,,,0,0,0,0
2416,South Cascade,2416,1.0,,,,0,0,0,0
2417,Snagtooth Ridge,2417,0.0,,,,0,0,0,0
2418,Smithbrook,2418,132.0,,,109.166666667,0,0,0,0
2419,Scout Lake,2419,9.0,,,,0,0,0,0
2420,Scho Horse Pasture,2420,0.0,,,,0,0,0,0
2421,Schalow,2421,1.0,,,275.683333333,0,0,0,0
2422,Seal Rock,2422,0.0,,,,0,0,0,0
2423,Sculpture Rock,2423,0.0,,,,0,0,0,0
2424,Shark Rock,2424,0.0,,,,0,0,0,0
2425,Sheep Camp,2425,0.0,,,,0,0,0,0
2426,Shedroof Cutoff,2426,3.0,,,,0,0,0,0
2427,Shadow of The Sentinels,2427,10.0,,,110.216666667,0,0,0,0
2428,Shannon Ridge,2428,27.0,8.2,2800.0,140.2,0,0,0,0
2429,Sherman,2429,2.0,6.0,1800.0,331.316666667,0,0,0,0
2430,Shellrock Peak,2430,4.0,,,,0,0,0,0
2431,North Fork Silver Creek Trail,2431,2.0,,,,0,0,0,0
2432,Shy Bear,2432,52.0,,,,0,0,0,0
2433,Silver Creek,2433,18.0,,,,0,0,0,0
2434,Shedroof Divide,2434,8.0,,,387.366666667,1,0,1,0
2435,Semple Plateau,2435,3.0,,,,0,0,0,0
2436,Silver Falls Interpretive Trail,2436,3.0,,,223.35,0,0,0,0
2437,Sedge Ridge,2437,1.0,,,,0,0,0,0
2438,Shark Reef Sanctuary,2438,4.0,,,,0,0,0,0
2439,Ship Trail,2439,2.0,,,,0,0,0,0
2440,Shetipo,2440,3.0,,,,0,0,0,0
2441,Shuksan Lake,2441,6.0,,,139.2,0,0,0,0
2442,Silver Creek Tie,2442,14.0,,,,0,0,0,0
2443,Seattle Walla Walla Railroad Grade,2443,0.0,,,,0,0,0,0
2444,She-Who-Watches,2444,1.0,,,,0,0,0,0
2445,Silver Cabin,2445,0.0,,,,0,0,0,0
2446,Ring Road,2446,1.0,,,,0,0,0,0
2447,Round Mountain,2447,36.0,,,133.9,0,0,0,0
2448,Sand Creek,2448,0.0,,,,0,0,0,0
2449,Safety Harbor Creek,2449,3.0,,,,0,0,0,0
2450,Roundup Creek,2450,0.0,,,,0,0,0,0
2451,Sawtooth,2451,1.0,,,,0,0,0,0
2452,Salt Creek,2452,1.0,,,,0,0,0,0
2453,Ruby,2453,14.0,,,161.95,0,0,0,0
2454,Rock Creek,2454,3.0,,,,0,0,0,0
2455,Sand Point,2455,26.0,,,258.483333333,0,0,0,0
2456,Rough Trail,2456,3.0,,,,0,0,0,0
2457,Sawtooth,2457,3.0,,,241.283333333,0,0,0,0
2458,Rocky Creek,2458,2.0,,,,0,0,0,0
2459,Ruth Arm,2459,20.0,,,166.266666667,0,0,0,0
2460,Robinson Creek - Robinson Mountain,2460,27.0,,,227.333333333,0,1,0,0
2461,Rock Lake,2461,4.0,,,,0,0,0,0
2462,Rock Pass,2462,0.0,,,,0,0,0,0
2463,Roaring Creek,2463,0.0,,,,0,0,0,0
2464,Russell Ridge,2464,11.0,,,187.25,0,0,1,0
2465,Saddle Lake,2465,17.0,,,128.333333333,0,0,0,0
2466,Salmo Cabin,2466,1.0,,,,1,0,0,0
2467,Sahale Glacier,2467,11.0,,,,0,0,0,0
2468,River View,2468,0.0,,,,0,0,0,0
2469,Rock Creek,2469,17.0,,,93.3333333333,0,0,0,0
2470,Round Lake,2470,2.0,,,,0,0,0,0
2471,Saddle Creek,2471,0.0,,,,0,0,0,0
2472,Royal Creek,2472,23.0,,,,0,0,0,0
2473,Sand Ladder,2473,0.0,,,,0,0,0,0
2474,Sauk Lake,2474,8.0,,,,0,0,0,0
2475,Salmon Cascades,2475,1.0,,,,0,0,0,0
2476,Sand Ridge,2476,16.0,,,,0,0,0,0
2477,Route Creek,2477,0.0,,,,0,0,0,0
2478,Rowley's Chasm,2478,0.0,,,,0,0,0,0
2479,Round The Mountain,2479,14.0,,,,0,0,0,0
2480,Ryan Cabin,2480,2.0,,,,0,0,0,0
2481,Rock Creek Tie,2481,2.0,,,,0,0,0,0
2482,Quartz Creek Butte,2482,4.0,,,,0,0,0,0
2483,Red Town,2483,43.0,,,,0,0,0,0
2484,Ranger Camp,2484,0.0,,,,0,0,0,0
2485,Pyramid Viewpoint,2485,11.0,,,,0,0,0,0
2486,Mud Mountain Rim Trail,2486,13.0,,,,0,0,0,0
2487,Quartz Mountain,2487,2.0,,,,0,0,0,0
2488,Radio Peak,2488,7.0,,,,0,0,0,0
2489,Red Hill,2489,4.0,,,,0,0,0,0
2490,Raven Roost,2490,4.0,,,147.15,0,0,0,0
2491,Quilcene ORV,2491,0.0,,,,0,0,0,0
2492,Red Pass,2492,38.0,,,50.6833333333,0,0,0,0
2493,Race Track Shortcut,2493,1.0,,,,0,0,0,0
2494,Queets Campground Loop,2494,1.0,,,187.816666667,0,0,0,0
2495,Reynolds Creek,2495,5.0,,,,0,0,0,0
2496,Remmel Cutoff,2496,1.0,,,,0,0,0,0
2497,Raging Creek,2497,3.0,,,,0,0,0,0
2498,Red Bluff,2498,5.0,,,,0,0,0,0
2499,Railroad Creek,2499,30.0,,,,0,0,0,0
2500,Richmond Mine,2500,5.0,,,,0,0,0,0
2501,Railroad Bridge,2501,4.0,,,,0,0,0,0
2502,Rica Canyon,2502,14.0,,,,0,0,0,0
2503,Pyramid Peak,2503,3.0,,,,0,0,0,0
2504,Remmel Mountain,2504,1.0,,,,0,0,0,0
2505,Ranger Creek,2505,24.0,,,115.066666667,0,0,0,0
2506,Rainbow Ridge,2506,22.0,,,147.033333333,1,0,0,0
2507,Reflection Box Canyon,2507,5.0,,,,0,0,0,0
2508,Remmel Lake,2508,3.0,,,,0,0,0,0
2509,Putvin Trail,2509,46.0,,,145.983333333,0,0,0,0
2510,Pleasant Valley Lake,2510,5.0,,,124.15,0,0,0,0
2511,Pomas Creek,2511,8.0,,,,0,0,0,0
2512,Pine Creek Shelter,2512,0.0,,,,0,0,0,0
2513,Pioneer's Path Nature,2513,1.0,,,,0,0,0,0
2514,Pyramid Mountain,2514,31.0,,,,0,0,0,0
2515,Ptarmigan Creek,2515,0.0,,,,0,0,0,0
2516,Purcell Mountain,2516,3.0,,,,0,0,0,0
2517,Pleasant Valley Loop,2517,14.0,,,123.183333333,0,0,0,0
2518,Pyramid Creek,2518,17.0,,,,0,0,0,0
2519,Placid Lake,2519,0.0,,,,0,0,0,0
2520,Point of Arches,2520,5.0,,,,0,0,0,0
2521,Preston Ridge,2521,0.0,,,,0,0,0,0
2522,Pilot Ridge,2522,54.0,,,146.783333333,0,0,0,0
2523,Port Angeles Waterfront Trail,2523,1.0,,,,0,0,0,0
2524,Purple Creek,2524,3.0,,,,0,0,0,0
2525,Pot Peak,2525,5.0,,,201.666666667,0,0,0,0
2526,Primrose Overlook,2526,4.0,,,,0,0,0,0
2527,Ponderosa,2527,0.0,,,,0,0,0,0
2528,Poodle Dog Pass,2528,17.0,,,,0,0,0,0
2529,Pine Creek,2529,0.0,,,,0,0,0,0
2530,Phelps Ridge High Route,2530,4.0,,,,0,0,0,0
2531,Puyallup,2531,20.0,,,118.3,0,0,0,0
2532,Prince Creek,2532,8.0,,,,0,0,0,0
2533,Phelps Creek,2533,40.0,,,,0,0,0,0
2534,Point Defiance,2534,1.0,,,,0,0,0,0
2535,Peak Two,2535,0.0,,,,0,0,0,0
2536,Pear Butte,2536,7.0,,,,0,0,0,0
2537,Oregon Creek,2537,0.0,,,,0,0,0,0
2538,Paradise River,2538,7.0,,,123.033333333,0,0,0,0
2539,Oval Lakes,2539,19.0,,,264.933333333,0,0,0,0
2540,Paradise Roadless Area,2540,0.0,,,,0,0,0,0
2541,Oval Pass,2541,7.0,,,,0,0,0,0
2542,Pass Butte,2542,1.0,,,,0,0,0,0
2543,Peepsight,2543,1.0,,,,0,0,0,0
2544,Painter Creek,2544,7.0,,,,0,0,0,0
2545,Panther Creek,2545,2.0,,,,0,0,0,0
2546,Osborne Mountain,2546,6.0,,,,0,0,0,0
2547,Paradise,2547,49.0,,,144.366666667,0,0,0,0
2548,Paradise Lakes,2548,0.0,,,,0,0,0,0
2549,Paradise Hills,2549,0.0,,,,0,0,0,0
2550,Old Stage,2550,2.0,,,,0,0,0,0
2551,Pass Creek,2551,31.0,,,,0,0,0,0
2552,Paradise Glacier,2552,17.0,,,,0,0,0,0
2553,Olympic Hot Springs,2553,39.0,,,204.266666667,0,0,0,0
2554,Paris Creek,2554,10.0,,,112.866666667,0,0,0,0
2555,Pear Loop,2555,6.0,,,159.733333333,0,0,0,0
2556,Owl Creek,2556,2.0,,,,0,0,0,0
2557,O'Neil Pass,2557,23.0,,,,0,0,0,0
2558,Park Pass,2558,1.0,,,,0,0,0,0
2559,Pearrygin Creek,2559,1.0,,,,0,0,0,0
2560,North Fork Loop,2560,0.0,,,,0,0,0,0
2561,Old Buck Creek,2561,2.0,,,,0,0,0,0
2562,North Fork Prince Creek,2562,3.0,,,,0,0,0,0
2563,Obstruction Pass,2563,6.0,,,235.983333333,0,0,0,1
2564,Old Growth Loop,2564,0.0,,,,0,0,0,0
2565,Ninetynine Basin,2565,1.0,,,,0,0,0,0
2566,North Scatter Creek,2566,10.0,5.8,2900.0,,1,0,0,0
2567,North Wilderness Beach,2567,0.0,,,,0,0,0,0
2568,North Tommy Trail,2568,1.0,,,249.9,0,0,0,0
2569,North Fork Twenty Mile,2569,5.0,,,,0,0,0,0
2570,North Fork Bridge Creek,2570,3.0,,,,0,0,0,0
2571,Old Icicle,2571,0.0,,,,0,0,0,0
2572,North Creek,2572,8.0,,,,0,0,0,0
2573,Oil City,2573,10.0,,,231.0,0,0,0,0
2574,North Fork Chiwaukum River,2574,12.0,,,,0,0,0,0
2575,Old Government,2575,3.0,,,100.466666667,0,0,0,0
2576,Old Klone Peak,2576,0.0,,,,0,0,0,0
2577,North Ridge,2577,6.0,,,98.4166666667,0,0,0,0
2578,Olallie Creek,2578,3.0,,,,0,0,0,0
2579,North Fork Teanaway River,2579,1.0,,,105.1,0,0,0,0
2580,Old Goat,2580,0.0,,,,0,0,0,0
2581,Nooksack Flat,2581,0.0,,,,0,0,0,0
2582,North Fork Fish Creek,2582,0.0,,,,0,0,0,0
2583,Old Gib,2583,9.0,,,,0,0,0,0
2584,Northern Loop,2584,47.0,,,110.666666667,0,0,0,0
2585,Old Ellensburg,2585,5.0,,,,0,0,0,0
2586,Noisy Creek,2586,5.0,,,,0,0,0,0
2587,North Fork 25 Mile Creek,2587,1.0,,,,0,0,0,0
2588,North Fork Taneum River,2588,7.0,,,115.916666667,0,0,0,0
2589,Nordrum Lake,2589,31.0,,,,0,0,0,0
2590,North Summit,2590,1.0,,,,0,0,0,0
2591,Naneum Creek,2591,8.0,,,,0,0,0,0
2592,Navarre Way,2592,1.0,,,,0,0,0,0
2593,Nile Ridge,2593,1.0,,,,0,0,0,0
2594,Muckamuck,2594,1.0,,,,0,0,0,0
2595,Myrtle Lake,2595,4.0,,,,0,0,0,0
2596,Naneum-Wilson,2596,2.0,,,,0,0,0,0
2597,Mount Tom Creek,2597,1.0,,,,0,0,0,0
2598,Naneum Rim,2598,1.0,,,,0,0,0,0
2599,Naneum Meadows,2599,5.0,,,,0,0,0,0
2600,Mutton Ridge,2600,1.0,,,,0,0,0,0
2601,Mountain Home,2601,0.0,,,,0,0,0,0
2602,Napeequa River,2602,22.0,,,173.333333333,0,0,0,0
2603,Ned Hill,2603,8.0,2.2,850.0,155.783333333,0,0,0,0
2604,Mount Washington,2604,6.0,,,139.783333333,0,0,0,0
2605,Newhalem Creek,2605,1.0,,,,0,0,0,0
2606,Mount Clifty,2606,2.0,,,,0,0,0,0
2607,Miners Cabin,2607,2.0,,,,0,0,0,0
2608,Minnow Ridge ORV,2608,0.0,,,,0,0,0,0
2609,Minnow Creek,2609,3.0,,,,0,0,0,0
2610,Mount Barney,2610,0.0,,,,0,0,0,0
2611,Mount Rainier Summit,2611,10.0,,,,0,0,0,0
2612,Mount Margaret,2612,60.0,6.0,1500.0,64.8666666667,0,0,0,0
2613,Monument Creek,2613,15.0,,,218.766666667,0,0,0,0
2614,Moore Point,2614,0.0,,,,0,0,0,0
2615,Mott Creek,2615,0.0,,,,0,0,0,0
2616,Monkey Bear Falls,2616,0.0,,,,0,0,0,0
2617,Mount Aix,2617,66.0,,,176.95,0,0,0,0
2618,Mount Clifty Ridge,2618,3.0,,,,0,0,0,0
2619,Mount Baker,2619,11.0,,,149.333333333,0,0,0,0
2620,Milton Mountain,2620,0.0,,,,0,0,0,0
2621,Mount Hopper,2621,5.0,,,,0,0,0,0
2622,Mineral Creek,2622,68.0,,,127.133333333,0,0,0,0
2623,Monument 83,2623,4.0,,,,0,0,0,0
2624,Middle Trail,2624,0.0,,,,0,0,0,0
2625,Middle Fork Entiat River,2625,3.0,,,175.533333333,0,0,0,0
2626,Martin Creek,2626,9.0,,,,0,0,0,0
2627,Milk Creek,2627,0.0,,,,0,0,0,0
2628,Military Road,2628,11.0,,,,0,0,0,0
2629,Martins Park,2629,3.0,,,,0,0,0,0
2630,Martin Lakes,2630,10.0,,,,0,0,0,0
2631,Meadow Loop Natures,2631,0.0,,,,0,0,0,0
2632,Marten Lake,2632,40.0,,,71.7,0,0,0,0
2633,Middle Fork Little Naches River,2633,1.0,,,,0,0,0,0
2634,Meade Glacier,2634,1.0,,,,0,0,0,0
2635,Marshall's Hill,2635,15.0,,,,0,0,0,0
2636,Middle Fork Cascade River,2636,4.0,,,,0,0,0,0
2637,Meadow Creek,2637,21.0,,,109.85,0,0,0,0
2638,Massie Lake,2638,7.0,,,193.883333333,0,0,0,0
2639,Middle Falls,2639,0.0,,,,0,0,0,0
2640,Middle Fork Beaver Creek,2640,1.0,,,,0,0,0,0
2641,McCall Gulch,2641,0.0,,,,0,0,0,0
2642,Middle Service,2642,0.0,,,,0,0,0,0
2643,Meadow Creek,2643,15.0,,,,0,0,0,0
2644,Mill Creek,2644,7.0,,,,0,0,0,0
2645,Middle Tommy,2645,4.0,,,,0,0,0,0
2646,McAllister,2646,2.0,,,,0,0,0,0
2647,Miller Creek Falls,2647,0.0,,,162.5,0,0,0,0
2648,Little Wenatchee Recreation Trail,2648,1.0,,,,0,0,0,0
2649,Long Beach Boardwalk,2649,1.0,,,184.416666667,0,0,0,0
2650,Long Lake,2650,2.0,,,,0,0,0,0
2651,Lookout Ridge,2651,2.0,,,,0,0,0,0
2652,Maggie Creek,2652,2.0,,,,0,0,0,0
2653,Lucky Pass,2653,0.0,,,,0,0,0,0
2654,Lookout Creek,2654,0.0,,,,0,0,0,0
2655,Lower Wildcat Lake,2655,10.0,,,,0,0,0,0
2656,Long John,2656,4.0,,,,0,0,0,0
2657,Lower Railroad Creek,2657,2.0,,,224.666666667,0,0,0,0
2658,Lone Peak,2658,2.0,,,,0,0,0,0
2659,Lost Creek,2659,2.0,,,,0,0,0,0
2660,Lone Tree Pass,2660,1.0,,,,0,0,0,0
2661,Lost Creek Ridge,2661,89.0,,,124.983333333,0,0,0,0
2662,Lost Lake,2662,29.0,,,,0,0,0,0
2663,Madcat Meadow,2663,0.0,,,,0,0,0,0
2664,Lunch Lake,2664,4.0,,,213.866666667,0,0,0,0
2665,Ludden Peak,2665,3.0,,,,0,0,0,0
2666,Lower Chiwawa ORV,2666,0.0,,,,0,0,0,0
2667,Lower Eagle Lakes,2667,0.0,,,,0,0,0,0
2668,Lost Beagle,2668,31.0,,,,0,0,0,0
2669,Lucky Jim,2669,0.0,,,,0,0,0,0
2670,Mad Lake,2670,5.0,,,,0,0,0,0
2671,Lower Mill Creek,2671,0.0,,,,0,0,0,0
2672,Long View Peak,2672,16.0,,,,0,0,0,0
2673,Louisiana Saddle,2673,1.0,,,,0,0,0,0
2674,Lower Maynard Burn,2674,2.0,,,,0,0,0,0
2675,Louie Trail,2675,2.0,,,148.15,0,0,0,0
2676,Lodgepole Creek,2676,0.0,,,,0,0,0,0
2677,Lorraine Ridge,2677,3.0,,,,0,0,0,0
2678,Main Fork Dosewallips River,2678,23.0,,,,0,0,0,0
2679,Longmire To Reflection Lakes,2679,7.0,,,,0,0,0,0
2680,Lower Pete's Creek,2680,1.0,,,,0,0,0,0
2681,Lost Pass Primitive,2681,7.0,,,,0,0,0,0
2682,Long Ridge,2682,8.0,,,,0,0,0,0
2683,Lower Sand Creek,2683,0.0,,,,0,0,0,0
2684,Langfield Falls,2684,0.0,,,,0,0,0,0
2685,Lily Basin Horse,2685,2.0,,,,0,0,0,0
2686,Lake Vicente,2686,7.0,,,67.3166666667,0,0,0,0
2687,Little Boulder,2687,0.0,,,,0,0,0,0
2688,Leland Lake,2688,3.0,,,,0,0,0,0
2689,Lillian River,2689,4.0,,,,0,0,0,0
2690,Little Bridge Creek,2690,1.0,,,,0,0,0,0
2691,Lewis Lake,2691,11.0,,,,0,0,0,0
2692,Lily Lake,2692,0.0,,,,0,0,0,0
2693,Lemah Meadow,2693,8.0,,,,0,0,0,0
2694,Little Salmon La Sac,2694,6.0,,,,0,0,0,0
2695,Larch Creek,2695,6.0,,,295.366666667,0,1,0,0
2696,Little Buck,2696,0.0,,,,0,0,0,0
2697,Little Jack Mountain,2697,7.0,,,,0,0,0,0
2698,Little Creek Basin,2698,0.0,,,,0,0,0,0
2699,Little Beaver Creek,2699,11.0,,,,0,0,0,0
2700,Lemei Trail,2700,2.0,,,,0,0,0,0
2701,Lightning Point,2701,0.0,,,,0,0,0,0
2702,Andrews Creek,2702,1.0,,,,0,0,0,0
2703,Lesamiz,2703,7.0,,,,0,0,0,0
2704,Little Bald Mountain,2704,4.0,,,138.016666667,0,0,0,0
2705,Lease Creek,2705,0.0,,,,0,0,0,0
2706,Little Kachess,2706,19.0,,,71.9,0,0,0,0
2707,Lightning Creek,2707,9.0,,,,0,0,0,0
2708,Lake West,2708,0.0,,,,0,0,0,0
2709,Klone Peak,2709,0.0,,,,0,0,0,0
2710,Kelley Creek,2710,12.0,,,100.583333333,0,0,0,0
2711,Knox Creek,2711,37.0,,,,0,0,0,0
2712,Lake Success,2712,0.0,,,,0,0,0,0
2713,Kindy Creek,2713,5.0,,,158.55,0,0,0,0
2714,La Bohn Gap,2714,5.0,,,,0,0,0,0
2715,Kennedy Ridge,2715,12.0,,,,0,0,0,0
2716,Labyrinth Mountain,2716,29.0,,,147.666666667,0,0,0,0
2717,Lake Michael,2717,5.0,,,,0,0,0,0
2718,Klonaqua Lakes,2718,11.0,,,,0,0,0,0
2719,Lake Clarice,2719,1.0,,,148.466666667,0,0,0,0
2720,Lake Kulla Kulla,2720,3.0,,,,0,0,0,0
2721,Lake LaCrosse,2721,5.0,,,,0,0,0,0
2722,Lake Of The Pines,2722,0.0,,,,0,0,0,0
2723,Lake Creek,2723,0.0,,,182.55,0,0,0,0
2724,Kettle Creek,2724,8.0,,,123.183333333,0,0,0,0
2725,Aldwell Nature,2725,0.0,,,,0,0,0,0
2726,45 Mile Sheep Drive,2726,5.0,,,55.3333333333,0,0,0,0
2727,Agnes Creek,2727,6.0,,,,0,0,0,0
2728,Abiel Pass,2728,2.0,9.0,3400.0,,0,0,0,0
2729,Allens Bay,2729,2.0,,,278.383333333,0,0,0,0
2730,Alder Ridge-Mad River Tie,2730,2.0,,,,0,0,0,0
2731,Allen Mountain,2731,4.0,,,,0,0,0,0
2732,Albert Camp,2732,3.0,,,,0,0,0,0
2733,Williams Lake,2733,29.0,,,,0,0,0,0
2734,Sheep Mountain,2734,3.0,,,,0,0,0,0
2735,Kid Creek,2735,0.0,,,,0,0,0,0
2736,Krause Bottom,2736,12.0,,,,0,0,0,0
2737,Lake Byrne,2737,16.0,,,,0,0,0,0
2738,Kincaid,2738,0.0,,,144.733333333,0,0,0,0
2739,Lake Creek,2739,4.0,,,337.6,0,0,0,0
2740,Klondike Swamp,2740,34.0,,,24.9833333333,0,0,0,0
2741,Kloochman Rock,2741,3.0,,,180.616666667,0,0,0,0
